url,price
https://www.takealot.com/avantree-tws115-true-wireless-bluetooth-5-0-earbuds-earphones/PLID70915166,799
https://www.takealot.com/playstation-4-500gb-console-3-games-and-90-days-psn-voucher-ps4/PLID70398152,6799
https://www.makro.co.za/appliances/washers-tumble-dryers/washing-machines/front-load-washers/bosch-9-kg-front-loader-washing-machine-/p/000000000000313246_EA,6200
https://www.game.co.za/game-za/en/All-Game-Categories/Baby-%26-Toys/Outdoor-Toys/Kids-Bicycles/20%22-Mountain-Bicycles/Raleigh-20%22-Blaster-7SP-MTB-20in-SABRE-7sp-MTB/p/800899-EA,1500
